# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os06g0679100	6	28256745	28259996	+	3252	273	238	175	180	132	158
Os06g0679200	6	28264502	28266420	+	1919	29	26	23	4	19	40
ENSRNA049470370	6	28264863	28265012	+	150	0	0	0	0	0	0
ENSRNA049470299	6	28265078	28265166	+	89	0	0	0	0	0	0
ENSRNA049470335	6	28265247	28265340	+	94	0	0	0	0	0	0
ENSRNA049470386	6	28265454	28265568	+	115	0	0	0	0	0	0
ENSRNA049470317	6	28266551	28266642	+	92	1	4	0	0	0	4
ENSRNA049470377	6	28269482	28269596	+	115	0	0	0	0	0	0
Os06g0679400	6	28270171	28272930	-	2760	0	0	0	0	0	0
Os06g0679500	6	28275643	28279473	+	3831	1253	1148	812	663	791	826
Os06g0679600	6	28280349	28280839	+	491	12	2	8	2	4	4
Os06g0679700	6	28281923	28285338	-	3416	170	149	127	117	86	106
Os06g0679750	6	28286664	28290489	-	3826	50	37	41	60	49	51
Os06g0679800	6	28287331	28292986	+	5656	101	124	96	100	104	92
Os06g0679850	6	28293079	28293267	+	189	106	120	92	71	95	107
Os06g0680500	6	28345366	28350758	+	5393	214	128	165	42	74	76
Os06g0680700	6	28355127	28358357	+	3231	27	20	17	3	8	5
Os06g0680800	6	28355294	28358038	-	2745	0	0	0	0	0	0
Os06g0680900	6	28363631	28371929	-	8299	340	408	340	308	200	255
Os06g0681000	6	28377422	28378136	+	715	69	80	97	80	67	58
Os06g0681100	6	28383244	28385805	-	2562	65	93	79	167	132	88
Os06g0681200	6	28388375	28389574	-	1200	970	1330	593	3905	2567	1817
Os06g0681300	6	28390431	28396001	-	5571	330	355	274	411	364	293
Os06g0681400	6	28401740	28404496	+	2757	34086	35555	35239	23281	21829	20904
Os06g0681600	6	28414034	28425443	+	11410	110	173	118	4	7	0
Os06g0681700	6	28426960	28430241	+	3282	606	632	616	323	363	382
Os06g0681900	6	28433693	28434445	+	753	0	0	0	0	0	0
Os06g0682300	6	28439493	28440216	+	724	0	0	0	0	0	0
Os06g0682633	6	28446534	28447986	+	1453	322	327	253	124	165	171
ENSRNA049470229	6	28447033	28447168	+	136	0	0	0	0	0	0
Os06g0682666	6	28453037	28456729	+	3693	11	13	15	29	24	12
Os06g0682700	6	28453267	28456743	-	3477	0	0	0	0	0	0
Os06g0682800	6	28457970	28463484	-	5515	118	123	184	79	96	83
Os06g0682850	6	28458971	28463471	+	4501	0	0	0	0	0	0
Os06g0682900	6	28463798	28466237	-	2440	3936	4183	3313	5763	6223	5604
Os06g0683000	6	28467984	28471154	+	3171	21	48	22	18	19	37
Os06g0683100	6	28470174	28472020	-	1847	9	13	29	59	24	24
Os06g0683200	6	28472626	28474779	-	2154	266	236	271	111	131	119
Os06g0683300	6	28475574	28481088	+	5515	1685	1831	1187	2151	2000	1914
Os06g0683400	6	28483812	28484488	+	677	339	284	222	627	548	354
Os06g0683500	6	28488022	28488642	+	621	9	21	10	5	26	5
Os06g0683700	6	28490039	28490684	-	646	296	310	225	81	71	87
Os06g0683800	6	28493187	28493877	+	691	159	145	98	85	77	80
Os06g0683900	6	28495278	28497221	+	1944	7	4	1	0	0	5
Os06g0683925	6	28495505	28496831	-	1327	0	0	0	0	0	0
Os06g0683950	6	28498538	28500582	-	2045	125	182	134	64	63	30
Os06g0684000	6	28504190	28508822	-	4633	219	203	157	191	144	179
Os06g0684500	6	28524559	28525825	+	1267	0	0	0	0	0	0
Os06g0684900	6	28547607	28549831	-	2225	4	14	1	7	8	20
Os06g0685100	6	28551567	28553842	+	2276	0	0	0	0	0	0
Os06g0685200	6	28555639	28557909	-	2271	1	1	3	3	5	9
Os06g0685250	6	28558347	28563878	-	5532	0	0	0	0	0	0
Os06g0685300	6	28558359	28564077	+	5719	54	21	31	44	45	47
Os06g0685400	6	28566194	28566973	+	780	0	0	0	0	0	0
Os06g0685700	6	28586492	28590205	+	3714	503	566	442	482	417	414
Os06g0686050	6	28597031	28615146	+	18116	4	11	2	6	0	0
Os06g0686400	6	28617447	28620310	+	2864	499	499	499	445	483	395
Os06g0686500	6	28620993	28628004	+	7012	48	13	47	30	6	11
Os06g0686550	6	28621128	28627399	-	6272	0	0	0	0	0	0
Os06g0686600	6	28629133	28629904	-	772	205	257	489	85	70	172
Os06g0686700	6	28639438	28641587	-	2150	6977	6907	8081	4686	4918	4608
Os06g0686900	6	28642548	28643209	+	662	35	42	28	46	73	74
Os06g0687000	6	28643856	28647795	-	3940	0	9	1	2	0	0
Os06g0687050	6	28644134	28647673	+	3540	0	0	0	0	0	0
Os06g0687100	6	28651070	28652594	+	1525	11	45	55	15	29	19
Os06g0687200	6	28652793	28654123	+	1331	1	3	5	1	1	2
Os06g0687400	6	28658265	28662368	-	4104	224	262	215	129	120	126
Os06g0687450	6	28663550	28667819	-	4270	254	225	294	126	127	130
Os06g0687500	6	28670224	28674822	+	4599	549	608	462	353	418	366
Os06g0687600	6	28679477	28680929	+	1453	218	317	402	137	153	138
Os06g0687700	6	28682065	28684964	-	2900	964	910	1042	568	608	489
Os06g0687800	6	28688944	28693950	+	5007	169	137	169	119	110	131
Os06g0687850	6	28688979	28693688	-	4710	0	0	0	0	0	0
Os06g0687900	6	28696438	28698394	+	1957	1921	2268	1964	1049	1138	1106
Os06g0688100	6	28699601	28706417	+	6817	7644	7341	6758	6767	6125	6104
Os06g0688200	6	28707334	28708349	-	1016	243	198	642	16	10	40
Os06g0688300	6	28721049	28721585	-	537	9	0	2	0	0	0
Os06g0688400	6	28723153	28724356	-	1204	1	4	0	11	1	4
Os06g0688800	6	28733630	28734972	+	1343	0	0	0	0	0	0
Os06g0688850	6	28733940	28734992	-	1053	0	0	0	0	0	0
Os06g0689483	6	28750207	28750559	+	353	77	65	54	53	47	33
Os06g0689600	6	28752549	28757404	-	4856	187	125	92	138	126	115
Os06g0689700	6	28758921	28759355	+	435	20	11	8	8	4	0
Os06g0690100	6	28768494	28770137	+	1644	70	69	63	56	33	56
Os06g0690200	6	28770374	28774431	-	4058	127	114	77	102	106	84
Os06g0690400	6	28770724	28771078	+	355	0	0	0	0	0	0
Os06g0690600	6	28787764	28788331	+	568	0	3	2	0	4	3
Os06g0690700	6	28789036	28797545	-	8510	1777	1654	1045	1052	1203	1269
Os06g0690900	6	28801751	28804726	+	2976	78	128	64	50	56	58
Os06g0691000	6	28806781	28816144	-	9364	541	513	338	341	402	367
Os06g0691100	6	28818257	28819235	+	979	233	212	209	229	178	193
Os06g0691200	6	28825831	28826960	+	1130	251	307	306	91	103	110
Os06g0691400	6	28831648	28837128	-	5481	431	302	403	174	164	127
Os06g0691500	6	28845932	28846936	+	1005	0	0	0	0	0	0
Os06g0691600	6	28847313	28848022	-	710	45	15	57	29	44	36
Os06g0691700	6	28851711	28857260	-	5550	2	1	3	0	0	4
Os06g0691800	6	28853373	28856934	+	3562	0	0	0	0	0	0
Os06g0691900	6	28859220	28860578	-	1359	0	0	0	0	0	0
Os06g0692050	6	28864997	28865815	+	819	0	0	0	0	0	0
Os06g0692100	6	28867535	28870804	-	3270	71	119	44	156	125	115
Os06g0692300	6	28874838	28878068	-	3231	59	59	43	67	65	35
Os06g0692500	6	28888959	28892150	-	3192	10	7	4	52	49	25
Os06g0692600	6	28898441	28901943	-	3503	2	4	1	7	0	2
Os06g0692700	6	28905577	28909024	-	3448	52	84	60	34	31	46
Os06g0692800	6	28910275	28914727	-	4453	1	2	0	0	0	0
Os06g0692900	6	28910528	28913984	+	3457	0	0	0	0	0	0
Os06g0693000	6	28918691	28923984	+	5294	71	65	83	66	40	64
Os06g0693025	6	28923433	28923782	-	350	0	0	0	0	0	0
Os06g0693100	6	28926197	28930066	-	3870	78	62	121	12	24	24
Os06g0693200	6	28941271	28943703	+	2433	5	10	9	10	2	11
ENSRNA049470271	6	28942244	28942346	+	103	0	0	0	0	0	0
Os06g0693300	6	28946947	28950600	-	3654	25	38	26	35	10	15
Os06g0693400	6	28950824	28953454	+	2631	48	58	111	32	39	28
Os06g0693500	6	28954620	28957837	+	3218	737	639	713	571	524	522
Os06g0693600	6	28958626	28960418	+	1793	12	22	3	24	10	11
Os06g0693700	6	28962588	28965940	+	3353	652	536	494	383	544	493
Os06g0693800	6	28966758	28967827	-	1070	0	0	6	5	1	0
Os06g0693900	6	28967974	28969051	+	1078	0	0	0	0	1	0
Os06g0694000	6	28969545	28974541	-	4997	2882	3400	3058	2257	1920	2285
Os06g0694100	6	28977492	28980795	+	3304	167	187	164	129	140	106
Os06g0694200	6	28981367	28983436	-	2070	97	66	121	24	10	41
Os06g0694300	6	28985624	28987849	+	2226	50	45	20	20	9	23
Os06g0694400	6	28988077	28990325	-	2249	56	98	59	33	47	59
Os06g0694500	6	28993796	28995022	+	1227	144	93	189	69	84	63
Os06g0694600	6	28995903	28997357	-	1455	7	14	9	15	8	8
Os06g0694800	6	29002279	29003541	-	1263	448	420	452	324	279	314
Os06g0694900	6	29010101	29010835	+	735	102	84	146	57	41	54
Os06g0695200	6	29021739	29023459	+	1721	0	0	0	0	0	0
Os06g0695001	6	29022609	29023252	-	644	0	0	0	0	0	0
Os06g0695300	6	29027003	29028476	-	1474	0	0	0	0	0	0
Os06g0695350	6	29027158	29027856	+	699	0	0	0	0	0	0
Os06g0695400	6	29035686	29038182	+	2497	22	24	18	52	27	11
Os06g0695451	6	29051003	29053853	-	2851	0	0	0	0	0	0
Os06g0695500	6	29051012	29054304	+	3293	44	46	41	8	23	38
Os06g0695600	6	29059705	29063780	-	4076	936	1052	756	763	735	498
Os06g0695700	6	29068772	29071754	+	2983	14	5	5	23	1	7
Os06g0695800	6	29072361	29076031	-	3671	382	420	403	498	425	311
Os06g0695900	6	29078436	29080258	-	1823	227	198	253	188	232	187
Os06g0696400	6	29133106	29134569	+	1464	8	7	0	0	0	1
Os06g0696450	6	29133325	29134479	-	1155	0	0	0	0	0	0
Os06g0696500	6	29137112	29138074	+	963	122	143	104	119	131	94
Os06g0696566	6	29138986	29139490	+	505	223	260	232	295	249	177
Os06g0696600	6	29144888	29146522	+	1635	20	42	51	28	10	37
Os06g0696900	6	29148487	29149398	-	912	0	0	0	0	0	0
Os06g0697000	6	29156457	29157883	-	1427	963	724	903	539	610	564
Os06g0697200	6	29163800	29166676	+	2877	391	393	155	1177	677	491
Os06g0697300	6	29171334	29172170	+	837	9	2	16	3	2	2
Os06g0697400	6	29173235	29175519	-	2285	568	570	796	360	312	350
Os06g0698000	6	29175691	29177069	+	1379	164	178	81	102	134	115
Os06g0697500	6	29180264	29181822	+	1559	14	13	15	11	6	18
Os06g0697600	6	29184407	29186298	-	1892	370	285	442	197	177	140
Os06g0698200	6	29198270	29199356	-	1087	5	9	2	10	4	6
Os06g0698300	6	29208089	29210889	-	2801	5732	6339	3555	13384	10433	7559
Os06g0698400	6	29211627	29212504	+	878	34	31	14	60	52	20
Os06g0698500	6	29215436	29218229	-	2794	905	716	653	752	742	679
Os06g0698600	6	29231445	29233822	+	2378	460	457	349	352	392	333
Os06g0698674	6	29234952	29238556	-	3605	635	628	600	569	654	621
Os06g0698686	6	29235178	29236878	+	1701	0	0	0	0	0	0
Os06g0698711	6	29341909	29342600	-	692	0	0	2	1	0	0
Os06g0698748	6	29342111	29343842	+	1732	1293	1139	1134	1278	1337	1270
Os06g0698785	6	29347846	29352116	+	4271	87	92	123	74	72	94
Os06g0698802	6	29350173	29353929	-	3757	27	25	23	29	35	34
Os06g0698812	6	29355252	29356136	-	885	3	0	0	0	0	4
Os06g0698822	6	29355377	29357220	+	1844	7	2	2	2	0	0
Os06g0698859	6	29357590	29364555	-	6966	998	1024	800	863	904	987
Os06g0698900	6	29366039	29370366	-	4328	481	534	516	341	324	369
Os06g0699050	6	29381132	29382672	-	1541	0	0	1	0	0	0
Os06g0699100	6	29381137	29382336	+	1200	0	0	0	0	0	0
Os06g0699200	6	29383237	29385814	-	2578	331	270	323	151	185	172
Os06g0699301	6	29386785	29387394	-	610	14	5	10	0	1	0
Os06g0699400	6	29398386	29402535	+	4150	1757	1714	1727	1497	1444	1397
Os06g0699500	6	29402750	29403702	-	953	41	66	90	19	10	38
Os06g0699600	6	29407744	29411786	+	4043	1163	956	1132	518	534	506
Os06g0699700	6	29417421	29418950	+	1530	391	420	323	265	289	208
Os06g0699800	6	29419754	29422725	+	2972	8	11	13	0	6	3
Os06g0699850	6	29419835	29420197	-	363	0	0	0	0	0	0
Os06g0699900	6	29423376	29431536	-	8161	2607	2453	2077	2158	1676	1793
Os06g0700000	6	29434390	29441037	+	6648	1026	1234	994	564	593	582
Os06g0700100	6	29441619	29444242	+	2624	8	7	19	2	6	4
Os06g0700300	6	29446652	29447535	-	884	38	26	37	33	23	27
Os06g0700500	6	29462543	29467266	-	4724	298	347	426	195	179	139
Os06g0700550	6	29473627	29474564	+	938	0	0	0	1	0	0
Os06g0700700	6	29473630	29480905	-	7276	922	1026	653	1217	891	809
Os06g0700601	6	29475710	29477531	+	1822	0	0	0	0	0	0
Os06g0700750	6	29491084	29491712	-	629	32	34	12	13	14	15
Os06g0701100	6	29503817	29507313	-	3497	8520	8869	8651	5845	5284	5677
Os06g0701200	6	29508897	29515165	-	6269	702	785	661	452	458	402
Os06g0701300	6	29516287	29523982	-	7696	891	921	793	690	444	568
Os06g0701400	6	29527397	29528953	-	1557	1233	1485	1647	833	998	939
Os06g0701600	6	29534805	29536553	-	1749	5	2	2	0	0	0
Os06g0701700	6	29538938	29541203	-	2266	4	2	3	0	13	8
Os06g0701900	6	29577788	29578513	+	726	4	2	9	0	0	2
Os06g0702000	6	29580155	29581194	-	1040	21	10	12	5	1	9
Os06g0702100	6	29593426	29595540	+	2115	17	38	27	25	13	23
Os06g0702200	6	29596080	29598295	-	2216	113	98	157	67	78	117
Os06g0702400	6	29620543	29622471	-	1929	60	76	68	32	26	44
Os06g0702500	6	29626275	29634668	+	8394	1013	1278	1127	448	438	486
Os06g0702600	6	29657101	29665060	+	7960	378	419	323	203	186	222
Os06g0702700	6	29665362	29667372	-	2011	299	281	334	132	142	143
Os06g0702800	6	29670439	29673498	+	3060	635	633	610	405	414	410
Os06g0703000	6	29675121	29678081	-	2961	2	2	8	3	3	9
Os06g0703200	6	29679418	29682499	-	3082	188	180	229	47	54	82
Os06g0703300	6	29696560	29703207	+	6648	61	39	89	50	35	26
Os06g0703400	6	29700925	29702215	-	1291	0	0	0	0	0	0
Os06g0703500	6	29703558	29708687	-	5130	220	145	185	99	89	91
Os06g0703550	6	29703852	29704214	+	363	0	0	0	0	0	0
Os06g0703600	6	29711342	29712615	-	1274	0	0	0	0	0	0
Os06g0703700	6	29711579	29712715	+	1137	0	0	0	0	0	0
Os06g0703800	6	29713469	29716973	+	3505	608	841	521	692	798	728
Os06g0703900	6	29723508	29727074	+	3567	97	53	101	26	41	47
Os06g0704000	6	29727335	29731920	+	4586	689	664	629	392	423	566
Os06g0704100	6	29733805	29737188	+	3384	7	0	10	7	7	18
Os06g0704200	6	29737266	29738301	-	1036	20	42	25	21	8	16
Os06g0704300	6	29738880	29742499	+	3620	420	362	354	305	315	343
Os06g0704400	6	29744334	29750632	+	6299	1559	1568	1254	1070	1060	1176
Os06g0704450	6	29754512	29755651	-	1140	9	6	8	5	10	15
Os06g0704500	6	29754932	29756377	+	1446	43	66	113	34	24	49
Os06g0704600	6	29757543	29761819	-	4277	1572	1719	1596	1064	1102	1170
Os06g0704700	6	29762530	29766745	-	4216	385	490	336	368	361	376
Os06g0704800	6	29768236	29780664	-	12429	251	316	254	198	173	236
Os06g0704900	6	29782084	29784931	+	2848	196	132	202	91	81	86
Os06g0705000	6	29786520	29788667	+	2148	247	246	264	109	136	130
Os06g0705100	6	29789098	29790631	+	1534	170	228	261	66	85	112
Os06g0705200	6	29791163	29795253	-	4091	0	0	0	0	0	2
Os06g0705250	6	29791592	29795227	+	3636	0	0	0	0	0	0
Os06g0705300	6	29798173	29804316	-	6144	676	572	772	469	506	504
Os06g0705350	6	29804661	29807002	-	2342	11	35	4	2	9	4
Os06g0705400	6	29807821	29808449	+	629	250	193	136	152	176	179
Os06g0705500	6	29808539	29811842	-	3304	197	198	219	115	97	125
Os06g0705600	6	29814603	29816743	+	2141	7	2	4	0	0	6
Os06g0705651	6	29815928	29816719	-	792	0	0	0	0	0	0
Os06g0705700	6	29824393	29826498	+	2106	0	0	0	0	0	0
Os06g0705901	6	29824636	29826498	-	1863	0	0	0	0	0	0
Os06g0706100	6	29828537	29831137	+	2601	1	5	3	2	10	0
Os06g0706000	6	29830220	29831075	-	856	0	0	0	0	0	0
Os06g0706400	6	29838314	29841264	+	2951	1043	1115	1028	993	755	676
Os06g0706500	6	29841396	29841692	+	297	1	2	0	3	4	4
Os06g0706600	6	29850302	29851762	-	1461	0	0	0	0	0	0
Os06g0706700	6	29871368	29871718	-	351	0	0	0	0	0	0
Os06g0706850	6	29872524	29873858	+	1335	0	0	0	0	4	0
Os06g0707000	6	29872566	29874424	-	1859	0	1	0	0	0	0
Os06g0707100	6	29877099	29884562	+	7464	263	240	147	144	151	160
Os06g0707200	6	29884564	29886303	-	1740	262	290	331	60	84	87
Os06g0707250	6	29886368	29886673	+	306	2	1	6	0	0	2
Os06g0707300	6	29891030	29892905	-	1876	384	248	296	90	222	304
Os06g0707350	6	29897280	29899109	-	1830	75	42	30	32	30	42
Os06g0707400	6	29905262	29908144	-	2883	31	43	22	16	16	19
Os06g0707700	6	29921667	29924540	-	2874	0	0	0	0	0	0
Os06g0707733	6	29927274	29931821	-	4548	18	13	13	13	9	16
Os06g0707800	6	29939759	29948044	-	8286	67	40	15	33	32	18
Os06g0708000	6	29949898	29954873	+	4976	1008	999	1005	741	727	687
Os06g0708050	6	29949950	29950355	-	406	0	0	0	0	0	0
Os06g0708075	6	29951260	29953086	-	1827	0	0	0	0	0	0
Os06g0708100	6	29955438	29960777	-	5340	482	454	468	256	307	261
Os06g0708200	6	29961054	29967478	+	6425	123	82	99	28	24	21
Os06g0708300	6	29967994	29970514	+	2521	587	621	547	453	408	364
Os06g0708400	6	29971111	29972973	+	1863	6	2	8	17	8	5
Os06g0708500	6	29973898	29976322	+	2425	4832	6633	8559	2410	2848	3185
Os06g0708600	6	29976876	29977647	+	772	3366	3754	4737	2685	2508	2258
Os06g0708700	6	29978814	29981991	-	3178	848	842	667	684	702	707
Os06g0708832	6	29987774	29989156	-	1383	755	754	645	496	513	480
Os06g0708900	6	29990050	29994451	-	4402	335	451	410	266	409	397
Os06g0709000	6	29994592	29996120	+	1529	143	123	110	119	78	131
Os06g0709100	6	29996311	29999221	+	2911	1235	1168	1108	1054	904	887
Os06g0709400	6	30007708	30010500	-	2793	134	170	104	82	134	143
Os06g0710001	6	30033145	30033722	-	578	21	16	34	22	24	17
Os06g0710300	6	30036069	30037729	-	1661	126	167	155	150	101	77
Os06g0710401	6	30036322	30037002	+	681	0	0	0	0	0	0
Os06g0710500	6	30038570	30039576	-	1007	0	0	0	0	0	0
Os06g0710700	6	30051761	30053353	-	1593	220	430	177	531	508	368
Os06g0710800	6	30059823	30062859	+	3037	57	65	47	48	59	37
Os06g0710850	6	30063329	30063659	-	331	10	28	34	15	22	9
Os06g0710900	6	30064110	30065313	-	1204	161	172	259	181	85	102
Os06g0711000	6	30066045	30066843	-	799	0	1	0	0	0	0
Os06g0711100	6	30069689	30073756	+	4068	548	528	515	413	419	421
Os06g0711200	6	30074600	30075498	+	899	19	32	30	7	5	4
Os06g0711600	6	30087165	30089572	+	2408	2502	2678	2833	2091	2110	1954
Os06g0711700	6	30092166	30093523	-	1358	11	20	13	13	13	7
Os06g0711800	6	30105940	30106833	-	894	145	131	356	64	55	81
Os06g0711900	6	30113940	30115488	+	1549	36	62	68	27	14	25
Os06g0712200	6	30117755	30118750	+	996	347	323	356	339	290	287
Os06g0712250	6	30122730	30123737	-	1008	0	3	0	4	0	0
Os06g0712300	6	30122866	30127914	+	5049	845	847	844	785	713	614
Os06g0712400	6	30128199	30134097	-	5899	1554	1644	1379	941	963	1048
Os06g0712500	6	30136547	30141157	+	4611	289	344	293	80	89	146
Os06g0712550	6	30139262	30140830	-	1569	0	0	0	0	0	0
Os06g0712600	6	30161499	30162653	+	1155	65	29	51	42	29	35
Os06g0712700	6	30173627	30177996	-	4370	1345	1057	1171	806	656	656
Os06g0712800	6	30183259	30186911	+	3653	80	46	45	52	51	67
Os06g0712900	6	30187150	30189238	-	2089	82	151	101	104	169	71
Os06g0713000	6	30196103	30197569	+	1467	123	131	165	179	147	115
Os06g0713100	6	30203062	30207064	-	4003	127	103	90	93	97	90
Os06g0713201	6	30203316	30206789	+	3474	0	0	0	0	0	0
Os06g0713300	6	30221501	30223860	+	2360	219	155	266	136	151	178
Os06g0713400	6	30225297	30230658	-	5362	422	443	413	333	297	298
Os06g0713600	6	30225449	30226988	+	1540	0	0	0	0	0	0
Os06g0713800	6	30262971	30266841	+	3871	78	139	183	59	66	87
Os06g0713900	6	30269978	30272787	-	2810	682	588	600	580	550	547
Os06g0714000	6	30274475	30279002	-	4528	671	635	568	451	496	394
Os06g0714100	6	30279463	30281741	-	2279	892	1060	1089	646	727	566
Os06g0714200	6	30301723	30308397	+	6675	594	702	597	584	525	477
Os06g0714300	6	30314770	30315668	-	899	60	61	54	28	82	55
Os06g0714366	6	30314952	30315704	+	753	0	0	0	0	0	0
Os06g0714400	6	30324671	30326113	-	1443	25	34	34	8	4	14
Os06g0714432	6	30326450	30327594	-	1145	33	37	19	27	23	25
ENSRNA049473485	6	30327097	30327275	-	179	0	0	0	0	0	0
Os06g0714500	6	30332480	30336108	+	3629	1752	1849	1556	1921	1609	1855
Os06g0714600	6	30336056	30337006	-	951	8	6	0	31	11	10
Os06g0714700	6	30338563	30339245	-	683	95	103	88	102	98	82
Os06g0714800	6	30340446	30341491	+	1046	138	150	141	31	15	33
Os06g0714900	6	30346860	30350034	-	3175	57	49	101	56	22	51
Os06g0714950	6	30346998	30347422	+	425	0	0	0	0	0	0
Os06g0714951	6	30348735	30350422	+	1688	0	0	0	3	0	0
Os06g0715000	6	30352994	30357038	+	4045	456	408	298	303	349	324
Os06g0715100	6	30357701	30361198	-	3498	240	255	229	86	70	122
Os06g0715200	6	30362750	30363592	+	843	57	67	101	29	37	75
Os06g0715300	6	30364054	30366662	-	2609	5	6	3	5	22	6
Os06g0715350	6	30364299	30366064	+	1766	0	0	0	0	0	0
Os06g0715400	6	30367351	30370711	+	3361	1231	1425	1158	676	788	945
Os06g0715500	6	30371037	30374533	+	3497	107	167	214	109	87	147
Os06g0715550	6	30371126	30374329	-	3204	0	0	0	0	0	0
Os06g0715600	6	30376354	30381348	-	4995	432	530	437	264	370	247
Os06g0715650	6	30383070	30386691	+	3622	0	0	0	0	0	0
Os06g0715700	6	30383141	30386890	-	3750	1	1	1	2	0	0
Os06g0716000	6	30408686	30414524	+	5839	377	439	253	290	310	245
Os06g0716050	6	30413757	30414333	-	577	0	0	0	0	0	0
Os06g0716100	6	30417661	30418845	+	1185	173	150	230	357	391	254
Os06g0716200	6	30420082	30422542	+	2461	0	0	0	1	0	0
Os06g0716401	6	30420333	30421077	-	745	0	0	0	0	0	0
Os06g0716467	6	30422607	30437970	-	15364	0	0	0	1	1	0
Os06g0716533	6	30422656	30435803	+	13148	0	0	0	0	0	0
Os06g0716600	6	30439245	30441564	+	2320	4	2	0	8	5	1
Os06g0716700	6	30444504	30450437	-	5934	3479	4452	3172	2760	3537	4283
Os06g0716750	6	30444683	30445273	+	591	0	0	0	0	0	0
Os06g0716800	6	30452461	30456214	-	3754	780	903	826	533	589	591
Os06g0717100	6	30465020	30468087	-	3068	985	984	844	1484	1155	957
Os06g0717200	6	30470105	30474472	-	4368	367	269	491	170	136	140
Os06g0717300	6	30479289	30480541	+	1253	138	103	143	71	72	126
Os06g0717400	6	30480738	30485250	-	4513	187	162	192	88	105	122
Os06g0717600	6	30492969	30496144	+	3176	44	44	73	33	39	31
Os06g0717700	6	30494185	30496354	-	2170	0	2	0	7	0	0
Os06g0717800	6	30496480	30501195	-	4716	1978	1963	1682	1156	1192	1424
Os06g0717850	6	30497073	30497341	+	269	0	0	0	0	0	0
Os06g0717900	6	30509418	30512316	+	2899	0	0	0	0	0	0
Os06g0718000	6	30509421	30512230	-	2810	0	0	0	0	0	0
Os06g0718100	6	30520195	30521345	+	1151	27	24	21	12	24	45
Os06g0718300	6	30521743	30524025	-	2283	657	482	342	711	698	489
Os06g0718400	6	30528045	30529070	+	1026	23	13	5	31	27	13
Os06g0719500	6	30563598	30567200	+	3603	15	14	21	17	3	5
Os06g0719600	6	30568538	30571091	-	2554	905	903	1000	495	530	505
Os06g0719900	6	30577262	30578773	+	1512	0	0	0	0	0	0
Os06g0720100	6	30577264	30583136	-	5873	789	879	505	689	644	765
Os06g0720000	6	30589192	30597178	+	7987	260	301	275	184	170	205
Os06g0720301	6	30592631	30594142	-	1512	0	0	0	0	0	0
Os06g0720400	6	30600230	30602790	+	2561	770	815	769	460	365	441
Os06g0720500	6	30604118	30610503	-	6386	2	0	0	0	0	0
Os06g0720601	6	30604158	30610509	+	6352	0	0	0	0	0	0
Os06g0720700	6	30616681	30619258	+	2578	374	336	322	206	186	200
Os06g0720900	6	30620816	30624219	-	3404	19	17	20	15	11	3
Os06g0721600	6	30645085	30652384	-	7300	337	430	295	266	210	334
Os06g0721800	6	30658369	30659202	-	834	4	3	6	16	10	2
Os06g0721900	6	30663229	30665284	+	2056	242	164	92	209	209	160
Os06g0722100	6	30666875	30669437	+	2563	735	726	727	457	341	420
Os06g0722201	6	30670804	30677155	+	6352	0	0	0	0	0	0
Os06g0722300	6	30670849	30677149	-	6301	0	0	0	0	0	0
Os06g0722450	6	30682362	30684922	+	2561	773	792	793	464	372	438
Os06g0722600	6	30686289	30692640	+	6352	0	0	0	0	0	0
Os06g0722650	6	30686334	30692634	-	6301	0	0	0	0	0	0
Os06g0722700	6	30697865	30700425	+	2561	580	630	581	358	357	322
Os06g0723400	6	30725255	30732556	-	7302	547	598	517	527	375	490
Os06g0723650	6	30747994	30750049	+	2056	242	161	91	208	206	159
Os06g0723900	6	30751183	30753743	+	2561	583	616	582	381	363	321
Os06g0724000	6	30754645	30758412	-	3768	13	12	24	15	4	3
Os06g0724100	6	30762490	30768140	+	5651	1022	1088	1121	627	802	774
Os06g0724200	6	30768629	30770564	+	1936	220	223	196	262	203	197
Os06g0724300	6	30770728	30773813	-	3086	322	380	357	181	206	231
Os06g0724400	6	30774201	30776615	-	2415	641	434	538	574	578	520
Os06g0724500	6	30776908	30779585	-	2678	455	522	441	344	360	336
Os06g0724600	6	30779796	30784595	+	4800	367	451	444	320	343	284
Os06g0724650	6	30781829	30783642	-	1814	0	0	0	0	0	0
Os06g0724700	6	30797115	30806042	-	8928	322	256	277	186	209	237
Os06g0724800	6	30799538	30801183	+	1646	0	0	0	0	0	0
Os06g0724900	6	30817440	30823353	+	5914	134	103	86	68	83	79
Os06g0725000	6	30823392	30825734	-	2343	350	374	458	153	140	174
Os06g0725100	6	30828273	30830398	-	2126	0	3	0	1	0	0
Os06g0725150	6	30828644	30829855	+	1212	0	0	0	0	0	0
Os06g0725200	6	30838067	30839951	-	1885	0	0	0	0	0	0
Os06g0725250	6	30838440	30839473	+	1034	0	0	0	0	0	0
Os06g0725300	6	30846360	30847877	+	1518	31	49	46	10	11	16
